Nombre,Email,Telefono,Codigo_Postal,Codeigo_Escuela
Denominación específica: La Cuca Fera,Dirección de correo electrónico: a8048265@xtec.cat  ,Teléfono: 936720775,Código postal: 08756,08048265
Denominación específica: El Carrilet,Dirección de correo electrónico: a8057931@xtec.cat  ,Teléfono: 938430250,Código postal: 08480,08057931
Denominación específica: El Guirigall,Dirección de correo electrónico: a8061531@xtec.cat  ,Teléfono: 932612637,Código postal: 08901,08061531
Denominación específica: Els Joglars,Dirección de correo electrónico: a8059081@xtec.cat  ,Teléfono: 934219213,Código postal: 08902,08059081
Denominación específica: La Gua-Gua,Dirección de correo electrónico: a8053871@xtec.cat  ,Teléfono: 934409605,Código postal: 08906,08053871
Denominación específica: L'Espiga,Dirección de correo electrónico: a8051847@xtec.cat  ,Teléfono: 933337261,Código postal: 08905,08051847
Denominación específica: L¿Estrella,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08902,08076698
Denominación específica: Màgic,Dirección de correo electrónico: a8050041@xtec.cat  ,Teléfono: 933336411,Código postal: 08904,08050041
"Denominación específica: Paf, El Drac Màgic",Dirección de correo electrónico: a8062584@xtec.cat  ,Teléfono: 934321216,Código postal: 08902,08062584
Denominación específica: Perrault,Dirección de correo electrónico: a8042767@xtec.cat  ,Teléfono: 934311994,Código postal: 08902,08042767
Denominación específica: Viky,Dirección de correo electrónico: a8051860@xtec.cat  ,Teléfono: 934409001,Código postal: 08903,08051860
Denominación específica: Sol Solet,Dirección de correo electrónico: a8050259@xtec.cat  ,Teléfono: 938510377,Código postal: 08560,08050259
Denominación específica: El Sonall,Dirección de correo electrónico: a8049075@xtec.cat  ,Teléfono: 938746401,Código postal: 08240,08049075
Denominación específica: Patufet,Dirección de correo electrónico: a8056870@xtec.cat  ,Teléfono: 937750934,Código postal: 08760,08056870
Denominación específica: Sagrada Familia,Dirección de correo electrónico: a8054681@xtec.cat  ,Teléfono: 937871446,Código postal: 08230,08054681
Denominación específica: El Mallol,Dirección de correo electrónico: a8072097@xtec.cat  ,Teléfono: 937571673,Código postal: 08302,08072097
Denominación específica: El Xumet,Dirección de correo electrónico: a8067302@xtec.cat  ,Teléfono: 937575282,Código postal: 08303,08067302
Denominación específica: La Fada,Dirección de correo electrónico: a8073946@xtec.cat  ,Teléfono:,Código postal: 08304,08073946
Denominación específica: Peques,Dirección de correo electrónico: a8062547@xtec.cat  ,Teléfono: 937901546,Código postal: 08301,08062547
Denominación específica: Sant Jordi,Dirección de correo electrónico: a8062951@xtec.cat  ,Teléfono: 937577909,Código postal: 08302,08062951
Denominación específica: Patufet,Dirección de correo electrónico: a8048848@xtec.cat  ,Teléfono: 936683644,Código postal: 08750,08048848
Denominación específica: El Petit Moll de Can Pacià,Dirección de correo electrónico: a8074240@xtec.cat  ,Teléfono:,Código postal: 08100,08074240
Denominación específica: Quitxalla,Dirección de correo electrónico: a8049178@xtec.cat  ,Teléfono: 935934212,Código postal: 08100,08049178
Denominación específica: Disney-Montcada,Dirección de correo electrónico: a8069219@xtec.cat  ,Teléfono:,Código postal: 08110,08069219
Denominación específica: Petit Mireia,Dirección de correo electrónico: a8057643@xtec.cat  ,Teléfono: 934690910,Código postal: 08390,08057643
Denominación específica: Betlem-2,Dirección de correo electrónico: a8063655@xtec.cat  ,Teléfono: 937513764,Código postal: 08338,08063655
Denominación específica: Roda Roda,Dirección de correo electrónico: a8069220@xtec.cat  ,Teléfono: 937787449,Código postal: 08640,08069220
Denominación específica: Babiweb,Dirección de correo electrónico: a8062456@xtec.cat  ,Teléfono:,Código postal: 08780,08062456
Denominación específica: Els Petits Gegants,Dirección de correo electrónico: a8070714@xtec.cat  ,Teléfono: 937425981,Código postal: 08150,08070714
Denominación específica: La Baldufa,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08784,08059391
Denominación específica: L'Essència,Dirección de correo electrónico: a8076327@xtec.cat  ,Teléfono: 620686226,Código postal: 08397,08076327
Denominación específica: La Cucafera,Dirección de correo electrónico: lacucafera@lacucafera.net  ,Teléfono: 937523434,Código postal: 08330,08051938
Denominación específica: Piscis,Dirección de correo electrónico: a8023281@xtec.cat  ,Teléfono: 937521150,Código postal: 08330,08023281
Denominación específica: Xivarri,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08330,08070416
Denominación específica: Somnis,Dirección de correo electrónico: a8074941@xtec.cat  ,Teléfono:,Código postal: 08291,08074941
Denominación específica: Barrufets,Dirección de correo electrónico: a8065883@xtec.cat  ,Teléfono:,Código postal: 08191,08065883
Denominación específica: La Maduixa,Dirección de correo electrónico: a8061397@xtec.cat  ,Teléfono:,Código postal: 08191,08061397
Denominación específica: Snoopy,Dirección de correo electrónico: a8059676@xtec.cat  ,Teléfono: 935880254,Código postal: 08191,08059676
Denominación específica: Cau-Catau,Dirección de correo electrónico: a8050466@xtec.cat  ,Teléfono: 937256692,Código postal: 08201,08050466
Denominación específica: El Niu,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08201,08050481
Denominación específica: Els Belluguets,Dirección de correo electrónico: a8073612@xtec.cat  ,Teléfono:,Código postal: 08205,08073612
Denominación específica: L'Esclop,Dirección de correo electrónico: a8050521@xtec.cat  ,Teléfono: 937172360,Código postal: 08208,08050521
Denominación específica: Mare de Déu del Pilar,Dirección de correo electrónico: a8048502@xtec.cat  ,Teléfono: 937102990,Código postal: 08204,08048502
Denominación específica: Sol Solet,Dirección de correo electrónico: a8064601@xtec.cat  ,Teléfono:,Código postal: 08202,08064601
Denominación específica: Somnis de Cotó,Dirección de correo electrónico: a8075426@xtec.cat  ,Teléfono:,Código postal: 08207,08075426
Denominación específica: Tic-Tac,Dirección de correo electrónico: a8049051@xtec.cat  ,Teléfono: 937254162,Código postal: 08201,08049051
Denominación específica: Winnie,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08201,08065895
Denominación específica: Fantasia,Dirección de correo electrónico: a8070970@xtec.cat  ,Teléfono: 931632693,Código postal: 08930,08070970
Denominación específica: Picarol,Dirección de correo electrónico: a8070556@xtec.cat  ,Teléfono: 934639172,Código postal: 08930,08070556
Denominación específica: Virgen del Pilar,Dirección de correo electrónico: a8065548@xtec.cat  ,Teléfono: 936823030,Código postal: 08740,08065548
Denominación específica: La Mimosa,Dirección de correo electrónico: a8068501@xtec.cat  ,Teléfono:,Código postal: 08830,08068501
Denominación específica: Noemi,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08830,08054459
Denominación específica: Quitxalla,Dirección de correo electrónico: a8050661@xtec.cat  ,Teléfono: 936542851,Código postal: 08830,08050661
Denominación específica: La Caseta del Bosc,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08470,08055971
Denominación específica: Petit K'laix,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08470,08071482
Denominación específica: El Camí Feliç Sant Cugat,Dirección de correo electrónico: a8071780@xtec.cat  ,Teléfono:,Código postal: 08173,08071780
Denominación específica: El Segon Mirasolet,Dirección de correo electrónico: a8069906@xtec.cat  ,Teléfono:,Código postal: 08190,08069906
Denominación específica: L¿Alba,Dirección de correo electrónico: a8048940@xtec.cat  ,Teléfono: 936748699,Código postal: 08190,08048940
Denominación específica: Les Tortuguetes,Dirección de correo electrónico: a8068801@xtec.cat  ,Teléfono:,Código postal: 08190,08068801
Denominación específica: Magnòlia,Dirección de correo electrónico: a8065780@xtec.cat  ,Teléfono: 935830890,Código postal: 08172,08065780
Denominación específica: Patufet,Dirección de correo electrónico: a8050545@xtec.cat  ,Teléfono: 936741239,Código postal: 08190,08050545
Denominación específica: Pipo,Dirección de correo electrónico: a8057278@xtec.cat  ,Teléfono: 936752854,Código postal: 08190,08057278
Denominación específica: Sol Solet,Dirección de correo electrónico: a8060678@xtec.cat  ,Teléfono: 935879719,Código postal: 08172,08060678
Denominación específica: Pam i Pipa,Dirección de correo electrónico: a8058881@xtec.cat  ,Teléfono: 938482361,Código postal: 08461,08058881
Denominación específica: L'Avet,Dirección de correo electrónico: a8060435@xtec.cat  ,Teléfono: 936855279,Código postal: 08980,08060435
Denominación específica: Petits Gegants,Dirección de correo electrónico: a8070507@xtec.cat  ,Teléfono:,Código postal: 08980,08070507
Denominación específica: Mare Teresa Gallifa,Dirección de correo electrónico: a8058544@xtec.cat  ,Teléfono: 938270377,Código postal: 08512,08058544
Denominación específica: L'Estel,Dirección de correo electrónico: a8054460@xtec.cat  ,Teléfono: 933735866,Código postal: 08970,08054460
Denominación específica: Món Mon,Dirección de correo electrónico: a8074124@xtec.cat  ,Teléfono: 697703505,Código postal: 08960,08074124
Denominación específica: La Mainada,Dirección de correo electrónico: a8074768@xtec.cat  ,Teléfono: 938184381,Código postal: 08770,08074768
Denominación específica: El Patito Feo 3,Dirección de correo electrónico: a8067879@xtec.cat  ,Teléfono:,Código postal: 08620,08067879
Denominación específica: Canguro,Dirección de correo electrónico: a8051896@xtec.cat  ,Teléfono: 934666243,Código postal: 08922,08051896
Denominación específica: Petit Argos,Dirección de correo electrónico: a8058313@xtec.cat  ,Teléfono: 933924304,Código postal: 08921,08058313
Denominación específica: Pinocho,Dirección de correo electrónico: a8048162@xtec.cat  ,Teléfono: 933927655,Código postal: 08922,08048162
Denominación específica: Quitxalla,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08460,08051070
Denominación específica: Pam i Pipa,Dirección de correo electrónico: a8063552@xtec.cat  ,Teléfono: 938320565,Código postal: 08251,08063552
Denominación específica: Bambi,Dirección de correo electrónico: a8054711@xtec.cat  ,Teléfono: 937841530,Código postal: 08221,08054711
Denominación específica: Eina,Dirección de correo electrónico: a8054721@xtec.cat  ,Teléfono: 937850683,Código postal: 08223,08054721
Denominación específica: El Jardinet,Dirección de correo electrónico: a8066073@xtec.cat  ,Teléfono:,Código postal: 08225,08066073
Denominación específica: El Petit Príncep,Dirección de correo electrónico: a8069980@xtec.cat  ,Teléfono:,Código postal: 08226,08069980
Denominación específica: Grimm,Dirección de correo electrónico: a8050557@xtec.cat  ,Teléfono: 937880709,Código postal: 08221,08050557
Denominación específica: L'Elefant,Dirección de correo electrónico: a8052116@xtec.cat  ,Teléfono: 937853216,Código postal: 08222,08052116
Denominación específica: Quitxalla,Dirección de correo electrónico: a8051185@xtec.cat  ,Teléfono: 937843326,Código postal: 08221,08051185
Denominación específica: Som Petits,Dirección de correo electrónico: a8070726@xtec.cat  ,Teléfono:,Código postal: 08221,08070726
Denominación específica: Virolai,Dirección de correo electrónico: a8050594@xtec.cat  ,Teléfono: 937808279,Código postal: 08221,08050594
Denominación específica: Petits Vedruna,Dirección de correo electrónico: a8053996@xtec.cat  ,Teléfono: 937640951,Código postal: 08490,08053996
Denominación específica: Cucut,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08500,08056481
Denominación específica: Sentfores,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08500,08071615
Denominación específica: Pam i Pipa,Dirección de correo electrónico: a8057412@xtec.cat  ,Teléfono: 936583432,Código postal: 08840,08057412
Denominación específica: Pi de l'Snoopy,Dirección de correo electrónico: a8054472@xtec.cat  ,Teléfono: 936587501,Código postal: 08840,08054472
Denominación específica: Picarol-Foix,Dirección de correo electrónico: a8066231@xtec.cat  ,Teléfono: 938173723,Código postal: 08720,08066231
Denominación específica: El Cau de la Rateta,Dirección de correo electrónico: a8075414@xtec.cat  ,Teléfono: 638424316,Código postal: 08800,08075414
Denominación específica: La Lluna de Vilanova,Dirección de correo electrónico: a8068756@xtec.cat  ,Teléfono: 639652596,Código postal: 08800,08068756
Denominación específica: Mans Manetes,Dirección de correo electrónico: a8072760@xtec.cat  ,Teléfono: 938142291,Código postal: 08800,08072760
Denominación específica: Petits Somnis,Dirección de correo electrónico: a8067481@xtec.cat  ,Teléfono: 676901863,Código postal: 08800,08067481
Denominación específica: Xiu-Xiu-Jardí,Dirección de correo electrónico: a8068732@xtec.cat  ,Teléfono: 938158949,Código postal: 08800,08068732
Denominación específica: El Peixet,Dirección de correo electrónico: a8064477@xtec.cat  ,Teléfono: 620566328,Código postal: 08340,08064477
Denominación específica: Patufet,Dirección de correo electrónico: a8058738@xtec.cat  ,Teléfono: 937500594,Código postal: 08340,08058738
Denominación específica: Sagrado Corazón de Jesús,Dirección de correo electrónico: b7000317@xtec.cat  ,Teléfono: 972570445,Código postal: 17820,17000317
Denominación específica: Els Peixets,Dirección de correo electrónico: b7008559@xtec.cat  ,Teléfono: 972333983,Código postal: 17300,17008559
Denominación específica: Petits Gegants,Dirección de correo electrónico: b7010554@xtec.cat  ,Teléfono:,Código postal: 17300,17010554
Denominación específica: Narcís Monturiol,Dirección de correo electrónico: b7006988@xtec.cat  ,Teléfono: 972502025,Código postal: 17600,17006988
Denominación específica: Sant Jordi 2,Dirección de correo electrónico: b7008109@xtec.cat  ,Teléfono: 972476065,Código postal: 17458,17008109
Denominación específica: Cel Blau,Dirección de correo electrónico: b7007351@xtec.cat  ,Teléfono: 972411441,Código postal: 17003,17007351
Denominación específica: L¿Arc de Sant Martí,Dirección de correo electrónico: b7009254@xtec.cat  ,Teléfono: 972204531,Código postal: 17001,17009254
Denominación específica: Ninots,Dirección de correo electrónico: b7008845@xtec.cat  ,Teléfono:,Código postal: 17001,17008845
Denominación específica: Querubí,Dirección de correo electrónico: b7006472@xtec.cat  ,Teléfono: 972200555,Código postal: 17001,17006472
Denominación específica: Sol Solet-2,Dirección de correo electrónico:   ,Teléfono:,Código postal: 17004,17001841
Denominación específica: El Volcanet,Dirección de correo electrónico: b7006277@xtec.cat  ,Teléfono: 972268602,Código postal: 17800,17006277
Denominación específica: L'Avet,Dirección de correo electrónico: b7006290@xtec.cat  ,Teléfono: 972269109,Código postal: 17800,17006290
Denominación específica: Olot Montessori,Dirección de correo electrónico: b7010529@xtec.cat  ,Teléfono:,Código postal: 17800,17010529
Denominación específica: Els Cargolets,Dirección de correo electrónico: b7007610@xtec.cat  ,Teléfono: 972301767,Código postal: 17200,17007610
Denominación específica: Petit Món,Dirección de correo electrónico:   ,Teléfono:,Código postal: 17230,17010785
Denominación específica: Escola Pia de Salt,Dirección de correo electrónico:   ,Teléfono:,Código postal: 17190,17010281
Denominación específica: Els Patufets,Dirección de correo electrónico:   ,Teléfono:,Código postal: 17220,17006460
Denominación específica: Kumbaià,Dirección de correo electrónico: b7006630@xtec.cat  ,Teléfono: 972314530,Código postal: 17230,17006630
Denominación específica: Montessori-Palau,Dirección de correo electrónico: b7006587@xtec.cat  ,Teléfono: 972758223,Código postal: 17257,17006587
Denominación específica: El Pati d'Alcarràs,Dirección de correo electrónico: c5009010@xtec.cat  ,Teléfono: 973790512,Código postal: 25180,25009010
Denominación específica: Tic-Tac,Dirección de correo electrónico:   ,Teléfono:,Código postal: 25600,25008273
Denominación específica: Arc Iris,Dirección de correo electrónico: c5007301@xtec.cat  ,Teléfono: 973243217,Código postal: 25006,25007301
Denominación específica: Blanquerna,Dirección de correo electrónico: c5009484@xtec.cat  ,Teléfono:,Código postal: 25001,25009484
Denominación específica: Cuca de Llum,Dirección de correo electrónico:   ,Teléfono:,Código postal: 25008,25007396
Denominación específica: El Gegant de Lleida,Dirección de correo electrónico: c5007751@xtec.cat  ,Teléfono: 973239128,Código postal: 25006,25007751
Denominación específica: L'Avet,Dirección de correo electrónico: c5007311@xtec.cat  ,Teléfono: 973232395,Código postal: 25006,25007311
Denominación específica: Peter Pan,Dirección de correo electrónico: c5007323@xtec.cat  ,Teléfono: 973234551,Código postal: 25008,25007323
Denominación específica: L'Infant dos,Dirección de correo electrónico: c5008443@xtec.cat  ,Teléfono: 973710449,Código postal: 25230,25008443
Denominación específica: El Triangle,Dirección de correo electrónico:   ,Teléfono:,Código postal: 25300,25010395
Denominación específica: Els Minairons,Dirección de correo electrónico: c5007712@xtec.cat  ,Teléfono: 973652690,Código postal: 25620,25007712
Denominación específica: El Barrufet,Dirección de correo electrónico: e3010803@xtec.cat  ,Teléfono: 977693020,Código postal: 43820,43010803
Denominación específica: Montessori,Dirección de correo electrónico: e3009631@xtec.cat  ,Teléfono: 977795404,Código postal: 43850,43009631
Denominación específica: Creixem Jugant,Dirección de correo electrónico:   ,Teléfono:,Código postal: 43700,43013221
Denominación específica: Els Tabalets,Dirección de correo electrónico:   ,Teléfono:,Código postal: 43151,43011081
Denominación específica: Xicalla,Dirección de correo electrónico: e3009254@xtec.cat  ,Teléfono: 977403054,Código postal: 43740,43009254
Denominación específica: Creu Roja,Dirección de correo electrónico: e3008109@xtec.cat  ,Teléfono: 977342451,Código postal: 43201,43008109
Denominación específica: La Granja,Dirección de correo electrónico: e3012824@xtec.cat  ,Teléfono:,Código postal: 43201,43012824
Denominación específica: La Papallona,Dirección de correo electrónico: e3011005@xtec.cat  ,Teléfono: 977754261,Código postal: 43205,43011005
Denominación específica: L¿Estel,Dirección de correo electrónico: e3012411@xtec.cat  ,Teléfono:,Código postal: 43205,43012411
Denominación específica: Mafalda II,Dirección de correo electrónico: e3010207@xtec.cat  ,Teléfono: 977770924,Código postal: 43205,43010207
Denominación específica: Verdaguer,Dirección de correo electrónico: e3002387@xtec.cat  ,Teléfono: 977326273,Código postal: 43202,43002387
Denominación específica: Nou Esplai,Dirección de correo electrónico: e3007026@xtec.cat  ,Teléfono: 977383274,Código postal: 43840,43007026
Denominación específica: El Bosquet,Dirección de correo electrónico: e3010281@xtec.cat  ,Teléfono:,Código postal: 43007,43010281
Denominación específica: L'Alba i La Cigonya,Dirección de correo electrónico: e3009175@xtec.cat  ,Teléfono: 977214108,Código postal: 43001,43009175
Denominación específica: Tic-Tac,Dirección de correo electrónico: e3003461@xtec.cat  ,Teléfono: 977214288,Código postal: 43005,43003461
Denominación específica: Yo-Ni,Dirección de correo electrónico: e3008687@xtec.cat  ,Teléfono: 977220625,Código postal: 43007,43008687
Denominación específica: Creu Roja,Dirección de correo electrónico: e3009291@xtec.cat  ,Teléfono: 977440400,Código postal: 43500,43009291
Denominación específica: Pitusa,Dirección de correo electrónico:   ,Teléfono:,Código postal: 43500,43008730
Denominación específica: L'Estel,Dirección de correo electrónico: e3010426@xtec.cat  ,Teléfono: 977396244,Código postal: 43480,43010426
Denominación específica: BUHO,Dirección de correo electrónico:   ,Teléfono: 924 272352,Código postal: 06010,06006279
Denominación específica: DUMBO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 06006,06011044
Denominación específica: EL CABALLITO,Dirección de correo electrónico: guarderiaelcaballito@gmail.com  ,Teléfono: 924 246861,Código postal: 06011,06011007
Denominación específica: LOS ARBOLES,Dirección de correo electrónico: info@ceplosarboles.com  ,Teléfono: 924 200737,Código postal: 06003,06010970
Denominación específica: NIÑO JESUS I,Dirección de correo electrónico: colei.ninojesus@edu.juntaextremadura.net  ,Teléfono: 924 247197,Código postal: 06011,06006796
Denominación específica: PLAY GARDEN HADA MADRINA I,Dirección de correo electrónico:   ,Teléfono:,Código postal: 06011,06012760
Denominación específica: CRISTO CRUCIFICADO,Dirección de correo electrónico: ccchornachos@terra.es      col.cristoreysanrafael@edu.juntaextremadura.net  ,Teléfono: 924 533033,Código postal: 06228,06005664
Denominación específica: MERIDÍN,Dirección de correo electrónico:   ,Teléfono:,Código postal: 06800,06012784
Denominación específica: LA CASA DEL ARBOL,Dirección de correo electrónico: avilinchi@hotmail.com  ,Teléfono: 606380835 / 636,Código postal: 06480,06010969
Denominación específica: QUERUBINES,Dirección de correo electrónico:   ,Teléfono:,Código postal: 06220,06012486
Denominación específica: CENTRO EDUCATIVO ROOTER SCHOOL,Dirección de correo electrónico:   ,Teléfono:,Código postal: 06300,06012644
Denominación específica: GEPPETTO,Dirección de correo electrónico: olgacj@hotmail.com  ,Teléfono: 927 248276,Código postal: 10003,10006569
Denominación específica: MAFALDA,Dirección de correo electrónico: ceimafalda@wanadoo.es  ,Teléfono: 927 246718,Código postal: 10004,10007343
Denominación específica: LA CASA VERDE,Dirección de correo electrónico:   ,Teléfono:,Código postal: 10800,10012235
Denominación específica: LA CASITA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 10460,10012259
Denominación específica: DULCE CHACÓN,Dirección de correo electrónico:   ,Teléfono:,Código postal: 10600,10012284
Denominación específica: VAGALUME,Dirección de correo electrónico: cpr.vagalume@edu.xunta.gal  ,Teléfono: 981601351,Código postal: 15142,15032248
Denominación específica: SAN PELAYO,Dirección de correo electrónico: cpr.sanpelayo.benedictinas@edu.xunta.gal  ,Teléfono: 981583127,Código postal: 15000,15015494
Denominación específica: LINA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 32002,32016391
Denominación específica: ROSLIA DE CASTRO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 32002,32015244
Denominación específica: NUESTRA SEÑORA DEL PILAR,Dirección de correo electrónico:   ,Teléfono:,Código postal: 26320,26008505
Denominación específica: ARCO IRIS,Dirección de correo electrónico: g.arcoiris@hotmail.com  ,Teléfono: 941585968,Código postal: 26006,26008104
Denominación específica: CHIQUITINES,Dirección de correo electrónico:   ,Teléfono:,Código postal: 26006,26007938
Denominación específica: COLORIN COLORADO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 26006,26008128
Denominación específica: CUENTA CUENTOS,Dirección de correo electrónico: guarderiacuentacuentos@ya.com  ,Teléfono: 615426135,Código postal: 26007,26008025
Denominación específica: DING-DONG,Dirección de correo electrónico: ding-dong@terra.es  ,Teléfono: 941202065,Código postal: 26008,26007926
Denominación específica: DO RE MI,Dirección de correo electrónico:   ,Teléfono:,Código postal: 26004,26008451
Denominación específica: EL PARQUE,Dirección de correo electrónico:   ,Teléfono: 941256360,Código postal: 26004,26007872
Denominación específica: ENTREVIÑAS DEL PLANO,Dirección de correo electrónico:   ,Teléfono: 941257762,Código postal: 26000,26007823
Denominación específica: LA INMACULADA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 26004,26001501
Denominación específica: LOS LIRIOS,Dirección de correo electrónico:   ,Teléfono:,Código postal: 26006,26008049
Denominación específica: LUNA LUNERA,Dirección de correo electrónico: contacto@guarderialunalunera.com  ,Teléfono: 941 212352,Código postal: 26005,26008074
Denominación específica: OLYMA GARDEN,Dirección de correo electrónico:   ,Teléfono:,Código postal: 26003,26008301
Denominación específica: PIN Y PON,Dirección de correo electrónico:   ,Teléfono:,Código postal: 26002,26008372
Denominación específica: POMPITAS,Dirección de correo electrónico: ceipompitas@ceipompitas.com  ,Teléfono: 941512114,Código postal: 26007,26008013
Denominación específica: SOL Y LUNA I,Dirección de correo electrónico:   ,Teléfono:,Código postal: 26006,26007963
Denominación específica: TROMPIN,Dirección de correo electrónico:   ,Teléfono:,Código postal: 26006,26008517
Denominación específica: BAJO EL MAR,Dirección de correo electrónico:   ,Teléfono:,Código postal: 28130,28071516
Denominación específica: ASOCIADOS KYM,Dirección de correo electrónico: kakobazan3@gmail.com  ,Teléfono: 918881672,Código postal: 28803,28066557
Denominación específica: CUENTOS DE COLORES DE ALCALÁ,Dirección de correo electrónico:   ,Teléfono:,Código postal: 28806,28070792
Denominación específica: FANTASY SCHOOL,Dirección de correo electrónico: escuelainfantilfantasyschool@gmail.com  ,Teléfono: 912618668,Código postal: 28806,28060521
Denominación específica: LA GARENA,Dirección de correo electrónico: guarderialagarena@gmail.com  ,Teléfono: 918300089,Código postal: 28806,28064597
Denominación específica: LEO LEO,Dirección de correo electrónico: escuelainfantil@leoleo.es  ,Teléfono: 689586919,Código postal: 28804,28046431
Denominación específica: MI CASITA,Dirección de correo electrónico: alfredo@escuelainfantilmicasita.com  ,Teléfono: 918835984,Código postal: 28805,28061377
Denominación específica: MONTESSORI VILLAGE ALCALA,Dirección de correo electrónico: alcala@montessorivillage.es  ,Teléfono: 673492985,Código postal: 28801,28058755
Denominación específica: PANDA,Dirección de correo electrónico: escuelaipanda@gmail.com  ,Teléfono: 676800068,Código postal: 28801,28074611
Denominación específica: PRAVIA,Dirección de correo electrónico:   ,Teléfono: 918815784,Código postal: 28032,28073082
Denominación específica: SAN LUIS,Dirección de correo electrónico:   ,Teléfono:,Código postal: 28807,28071632
Denominación específica: VILLANENETES,Dirección de correo electrónico: aliciag_moreno@hotmail.com  ,Teléfono: 918897650,Código postal: 28806,28065164
Denominación específica: BAMBU,Dirección de correo electrónico: liceo3@telefocica.net  ,Teléfono: 916613183,Código postal: 28100,28064718
Denominación específica: EDUQA LA MORALEJA,Dirección de correo electrónico: lamoraleja@eduqa.es  ,Teléfono: 916250420,Código postal: 28109,28062588
Denominación específica: EL TALLER DE LOS SUEÑOS,Dirección de correo electrónico: info@eltallerdesuenos.com  ,Teléfono: 666709497,Código postal: 28109,28074921
Denominación específica: GARABATO,Dirección de correo electrónico: nuriayarz@gmail.com  ,Teléfono: 916613590,Código postal: 28100,28056898
Denominación específica: KIDDY LANE SCHOOL,Dirección de correo electrónico:   ,Teléfono:,Código postal: 28100,28061316
Denominación específica: LA COMBA,Dirección de correo electrónico: eilacomba@eilacomba.es  ,Teléfono: 916625628,Código postal: 28100,28046224
Denominación específica: MANOPLAS,Dirección de correo electrónico:   ,Teléfono: 916294403,Código postal: 28100,28072594
Denominación específica: MONTESSORI VILLAGE LA MORALEJA,Dirección de correo electrónico: lamoraleja@montessorivillage.es  ,Teléfono: 626932914,Código postal: 28108,28076897
Denominación específica: PARAPEQUES,Dirección de correo electrónico: parapeques@telefonica.net  ,Teléfono: 916612513,Código postal: 28100,28066077
Denominación específica: SANTA ISABEL,Dirección de correo electrónico: ceisantaisabel@gmail.com  ,Teléfono: 916637020,Código postal: 28100,28050321
Denominación específica: TITO GUSANITO,Dirección de correo electrónico: titogusanitosl@hotmail.com  ,Teléfono: 916629238,Código postal: 28100,28064950
Denominación específica: ARBOL MAGICO,Dirección de correo electrónico: info@mishuellasalcorcon.com  ,Teléfono: 630400167,Código postal: 28925,28076204
Denominación específica: BRITISH CORNER NURSERY SCHOOL,Dirección de correo electrónico:   ,Teléfono:,Código postal: 28922,28079837
Denominación específica: CENTRO INFANTIL COTTONS ENTRE ALGODONES,Dirección de correo electrónico: e_i_cottons@hotmail.com  ,Teléfono: 916433265,Código postal: 28922,28070494
Denominación específica: EL PARQUE DE YAKI Y NUKA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 28924,28068141
Denominación específica: ILUCLA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 28924,28074207
Denominación específica: LOCOS BAJITOS,Dirección de correo electrónico: info@escuelainfantillocosbajitos.com  ,Teléfono: 916103241,Código postal: 28924,28068839
Denominación específica: LOS PINOS AYELEM,Dirección de correo electrónico: ayeleminfantil@yahoo.es  ,Teléfono: 916416473,Código postal: 28922,28049501
Denominación específica: MONTESSORI II,Dirección de correo electrónico: escuelamontessori@hotmail.com  ,Teléfono: 625603842,Código postal: 28922,28059981
Denominación específica: PARQUE DE LISBOA,Dirección de correo electrónico: luz-lucendo@hotmail.com  ,Teléfono: 916116585,Código postal: 28925,28063428
Denominación específica: PRIMEROS PASOS,Dirección de correo electrónico: eiprimerospasos@hotmail.com  ,Teléfono:,Código postal: 28924,28067914
Denominación específica: LOS BENJAMINES,Dirección de correo electrónico: losbenjamines@hotmail.es  ,Teléfono: 916292760,Código postal: 28110,28069972
Denominación específica: EL BOSQUE DE PULGARCITO,Dirección de correo electrónico: ei.pulgarcito@yahoo.es  ,Teléfono: 918572666,Código postal: 28430,28061158
Denominación específica: ENEBRAL II,Dirección de correo electrónico: fresnos@montessorischool.es  ,Teléfono: 918579302,Código postal: 28430,28071619
Denominación específica: VIRGEN DE LA PROVIDENCIA,Dirección de correo electrónico: alpedrete@teatinas.com  ,Teléfono: 918516576,Código postal: 28439,28065012
Denominación específica: ARCO IRIS MIRADOR,Dirección de correo electrónico: e.i.arcoiris@hotmail.com  ,Teléfono: 918911553,Código postal: 28300,28059747
