Nombre,Email,Telefono,Codigo_Postal,Tipo Centro,Codigo_Escuela
Denominación específica: CALYPO,Dirección de correo electrónico: 45010375.cp@edu.jccm.es  ,Teléfono: 918132790,Código postal: 45950,Naturaleza: Centro público,45010375
Denominación específica: MARÍA DEL MAR,Dirección de correo electrónico: 45000448.cp@edu.jccm.es  ,Teléfono: 918174758,Código postal: 45180,Naturaleza: Centro público,45000448
Denominación específica: CARDENAL CISNEROS,Dirección de correo electrónico: 45000485.cp@edu.jccm.es  ,Teléfono: 925470092,Código postal: 45720,Naturaleza: Centro público,45000485
Denominación específica: CRISTO DE LA CUEVA,Dirección de correo electrónico: 45000503.cp@edu.jccm.es  ,Teléfono: 925742136,Código postal: 45531,Naturaleza: Centro público,45000503
Denominación específica: VILLA DE MATERNO,Dirección de correo electrónico: 45012098.cp@edu.jccm.es  ,Teléfono: 925544662,Código postal: 45216,Naturaleza: Centro público,45012098
Denominación específica: SAN JUAN DE DIOS,Dirección de correo electrónico: 45000576.cp@edu.jccm.es  ,Teléfono: 918172162,Código postal: 45950,Naturaleza: Centro público,45000576
Denominación específica: NUESTRA SEÑORA DE LA ANTIGUA,Dirección de correo electrónico: 45000621.cp@edu.jccm.es  ,Teléfono: 925866073,Código postal: 45680,Naturaleza: Centro público,45000621
Denominación específica: SANTA MARÍA MAGDALENA,Dirección de correo electrónico: 45000801.cp@edu.jccm.es  ,Teléfono: 918145617,Código postal: 45960,Naturaleza: Centro público,45000801
Denominación específica: SAN JUAN BAUTISTA,Dirección de correo electrónico: 45000680.cp@edu.jccm.es  ,Teléfono: 925551188,Código postal: 45291,Naturaleza: Centro público,45000680
Denominación específica: GLORIA FUERTES,Dirección de correo electrónico: 45011793.cp@edu.jccm.es  ,Teléfono: 925378589,Código postal: 45111,Naturaleza: Centro público,45011793
Denominación específica: SANTÍSIMO CRISTO DE LA VERA CRUZ,Dirección de correo electrónico: 45000710.cp@edu.jccm.es  ,Teléfono: 925481028,Código postal: 45700,Naturaleza: Centro público,45000710
Denominación específica: NUESTRA SEÑORA DE LA MUELA,Dirección de correo electrónico: 45000783.cp@edu.jccm.es  ,Teléfono: 925190810,Código postal: 45880,Naturaleza: Centro público,45000783
Denominación específica: CAMPOS DE CASTILLA,Dirección de correo electrónico: 45011756.cra@edu.jccm.es  ,Teléfono: 925880250,Código postal: 45544,Naturaleza: Centro público,45011756
Denominación específica: LA JARA,Dirección de correo electrónico: 45006271.cra@edu.jccm.es  ,Teléfono: 925455674,Código postal: 45578,Naturaleza: Centro público,45006271
Denominación específica: NUESTRA SEÑORA DE HORTUM SANCHO,Dirección de correo electrónico: 45000552.cp@edu.jccm.es  ,Teléfono: 925863382,Código postal: 45542,Naturaleza: Centro público,45000552
Denominación específica: VILLAS DEL TAJO,Dirección de correo electrónico: 45013984.cra@edu.jccm.es  ,Teléfono: 925436231,Código postal: 45570,Naturaleza: Centro público,45013984
Denominación específica: SILVANO CIRUJANO,Dirección de correo electrónico: 45002627.cp@edu.jccm.es  ,Teléfono: 925126193,Código postal: 45770,Naturaleza: Centro público,45002627
Denominación específica: Libertad,Dirección de correo electrónico: 45014186.cp@edu.jccm.es  ,Teléfono: 648224366,Código postal: 45200,Naturaleza: Centro público,45014186
Denominación específica: MIGUEL DE CERVANTES,Dirección de correo electrónico: 45003371.cp@edu.jccm.es  ,Teléfono: 925197324,Código postal: 45820,Naturaleza: Centro público,45003371
Denominación específica: MIGUEL DELIBES,Dirección de correo electrónico: 45011987.cp@edu.jccm.es  ,Teléfono: 680221480,Código postal: 45215,Naturaleza: Centro público,45011987
Denominación específica: SAGRADOS CORAZONES,Dirección de correo electrónico: 45000904.cp@edu.jccm.es  ,Teléfono: 925758288,Código postal: 45517,Naturaleza: Centro público,45000904
Denominación específica: MIGUEL DE CERVANTES,Dirección de correo electrónico: 45000931.cp@edu.jccm.es  ,Teléfono: 925546240,Código postal: 45221,Naturaleza: Centro público,45000931
Denominación específica: CONDES DE FUENSALIDA,Dirección de correo electrónico: 45011801.cp@edu.jccm.es  ,Teléfono: 648224324,Código postal: 45510,Naturaleza: Centro público,45011801
Denominación específica: SAN JUAN DE LA CRUZ,Dirección de correo electrónico: 45000989.cp@edu.jccm.es  ,Teléfono: 925400182,Código postal: 45164,Naturaleza: Centro público,45000989
Denominación específica: SAN JOSÉ,Dirección de correo electrónico: 45001039.cp@edu.jccm.es  ,Teléfono: 925762847,Código postal: 45518,Naturaleza: Centro público,45001039
Denominación específica: VIRGEN DE LA HIGUERA,Dirección de correo electrónico: 45001091.cp@edu.jccm.es  ,Teléfono: 925740053,Código postal: 45919,Naturaleza: Centro público,45001091
Denominación específica: VIRGEN DEL ROSARIO DE PASTORES,Dirección de correo electrónico: 45001121.cp@edu.jccm.es  ,Teléfono: 925129128,Código postal: 45750,Naturaleza: Centro público,45001121
Denominación específica: CLARA CAMPOAMOR,Dirección de correo electrónico: 45011999.cp@edu.jccm.es  ,Teléfono: 925542948,Código postal: 45200,Naturaleza: Centro público,45011999
Denominación específica: LA CONSTITUCIÓN,Dirección de correo electrónico: 45005343.cp@edu.jccm.es  ,Teléfono: 925512505,Código postal: 45200,Naturaleza: Centro público,45005343
Denominación específica: CAMPO ARAÑUELO,Dirección de correo electrónico: 45012189.cra@edu.jccm.es  ,Teléfono: 925452048,Código postal: 45580,Naturaleza: Centro público,45012189
Denominación específica: SEVERO OCHOA,Dirección de correo electrónico: 45001453.cp@edu.jccm.es  ,Teléfono: 925747032,Código postal: 45534,Naturaleza: Centro público,45001453
Denominación específica: RAMÓN Y CAJAL,Dirección de correo electrónico: 45002287.cp@edu.jccm.es  ,Teléfono: 925178428,Código postal: 45840,Naturaleza: Centro público,45002287
Denominación específica: FERNANDO DE ROJAS,Dirección de correo electrónico: 45002330.cp@edu.jccm.es  ,Teléfono: 925750911,Código postal: 45516,Naturaleza: Centro público,45002330
Denominación específica: JUAN AGUADO,Dirección de correo electrónico: 45004016.cp@edu.jccm.es  ,Teléfono: 925795026,Código postal: 45920,Naturaleza: Centro público,45004016
Denominación específica: JACINTO GUERRERO,Dirección de correo electrónico: 45001192.cp@edu.jccm.es  ,Teléfono: 925430387,Código postal: 45567,Naturaleza: Centro público,45001192
Denominación específica: PINTOR TOMÁS CAMARERO,Dirección de correo electrónico: 45011771.cp@edu.jccm.es  ,Teléfono: 925493522,Código postal: 45593,Naturaleza: Centro público,45011771
Denominación específica: SANTIAGO PANIEGO,Dirección de correo electrónico: 45004201.cp@edu.jccm.es  ,Teléfono: 918173946,Código postal: 45183,Naturaleza: Centro público,45004201
Denominación específica: MARCELINO MURILLO,Dirección de correo electrónico: 45001222.cp@edu.jccm.es  ,Teléfono: 925170363,Código postal: 45870,Naturaleza: Centro público,45001222
Denominación específica: ENTRERRÍOS,Dirección de correo electrónico: 45011768.cra@edu.jccm.es  ,Teléfono: 925872005,Código postal: 45682,Naturaleza: Centro público,45011768
Denominación específica: NUESTRA SEÑORA DE LAS SALERAS,Dirección de correo electrónico: 45001854.cp@edu.jccm.es  ,Teléfono: 925426834,Código postal: 45130,Naturaleza: Centro público,45001854
Denominación específica: AMOR DE DIOS,Dirección de correo electrónico: colegio@amordediosmadridejos.com  ,Teléfono: 925462880,Código postal: 45710,Naturaleza: Centro privado,45001271
Denominación específica: GARCILASO DE LA VEGA,Dirección de correo electrónico: 45001313.cp@edu.jccm.es  ,Teléfono: 925460334,Código postal: 45710,Naturaleza: Centro público,45001313
Denominación específica: SANTA MARINA,Dirección de correo electrónico: 45001349.cp@edu.jccm.es  ,Teléfono: 925363160,Código postal: 45590,Naturaleza: Centro público,45001349
Denominación específica: ÁLVAREZ DE TOLEDO,Dirección de correo electrónico: 45001398.cp@edu.jccm.es  ,Teléfono: 925344841,Código postal: 45460,Naturaleza: Centro público,45001398
Denominación específica: SAN JUAN,Dirección de correo electrónico: 45001428.cp@edu.jccm.es  ,Teléfono: 925348136,Código postal: 45479,Naturaleza: Centro público,45006037
Denominación específica: NUESTRA SEÑORA DEL SAGRARIO,Dirección de correo electrónico: 45001477.cp@edu.jccm.es  ,Teléfono: 925397506,Código postal: 45114,Naturaleza: Centro público,45001477
Denominación específica: NUESTRA SEÑORA DE FÁTIMA,Dirección de correo electrónico: 45001490.cp@edu.jccm.es  ,Teléfono: 925407056,Código postal: 45128,Naturaleza: Centro público,45001490
Denominación específica: Nº2,Dirección de correo electrónico: 45014137.cp@edu.jccm.es  ,Teléfono: 918177281,Código postal: 45930,Naturaleza: Centro público,45014137
Denominación específica: MIGUEL DE CERVANTES,Dirección de correo electrónico: 45001544.cp@edu.jccm.es  ,Teléfono: 925360228,Código postal: 45270,Naturaleza: Centro público,45001544
Denominación específica: FERNANDO MARTÍN,Dirección de correo electrónico: 45001672.cp@edu.jccm.es  ,Teléfono: 925340492,Código postal: 45400,Naturaleza: Centro público,45001672
Denominación específica: LA FUENTE,Dirección de correo electrónico: 45001726.cp@edu.jccm.es  ,Teléfono: 925366126,Código postal: 45190,Naturaleza: Centro público,45001726
Denominación específica: BLAS TELLO,Dirección de correo electrónico: 45001787.cp@edu.jccm.es  ,Teléfono: 925844044,Código postal: 45610,Naturaleza: Centro público,45001787
Denominación específica: NUESTRA SEÑORA DE LOS DESAMPARADOS,Dirección de correo electrónico: cnsdes@planalfa.es  ,Teléfono: 925140012,Código postal: 45350,Naturaleza: Centro privado,45001891
Denominación específica: SANTÍSIMO CRISTO DE LA SALUD,Dirección de correo electrónico: 45001945.cp@edu.jccm.es  ,Teléfono: 925374021,Código postal: 45162,Naturaleza: Centro público,45001945
Denominación específica: NUESTRA SEÑORA DE LA MONJIA,Dirección de correo electrónico: 45001969.cp@edu.jccm.es  ,Teléfono: 925778612,Código postal: 45519,Naturaleza: Centro público,45001969
Denominación específica: SANTÍSIMO CRISTO DE LA MISERICORDIA,Dirección de correo electrónico: 45001970.cp@edu.jccm.es  ,Teléfono: 925537258,Código postal: 45230,Naturaleza: Centro público,45001970
Denominación específica: PASTOR POETA,Dirección de correo electrónico: 45012177.cp@edu.jccm.es  ,Teléfono: 925120240,Código postal: 45300,Naturaleza: Centro público,45012177
Denominación específica: PEDRO MELENDO GARCÍA,Dirección de correo electrónico: 45002044.cp@edu.jccm.es  ,Teléfono: 925490365,Código postal: 45280,Naturaleza: Centro público,45002044
Denominación específica: CONDE DE ORGAZ,Dirección de correo electrónico: 45002093.cp@edu.jccm.es  ,Teléfono: 925317255,Código postal: 45450,Naturaleza: Centro público,45002093
Denominación específica: SAN JUAN BAUTISTA,Dirección de correo electrónico: 45002184.cp@edu.jccm.es  ,Teléfono: 925508242,Código postal: 45213,Naturaleza: Centro público,45002184
Denominación específica: NUESTRA SEÑORA DE LA LUZ,Dirección de correo electrónico: 45002202.cp@edu.jccm.es  ,Teléfono: 925844241,Código postal: 45611,Naturaleza: Centro público,45002202
Denominación específica: CONDE DE RUISEÑADA,Dirección de correo electrónico: 45002251.cp@edu.jccm.es  ,Teléfono: 925785245,Código postal: 45512,Naturaleza: Centro público,45002251
Denominación específica: SANTIAGO CABAÑAS,Dirección de correo electrónico: 45002421.cp@edu.jccm.es  ,Teléfono: 926577056,Código postal: 45790,Naturaleza: Centro público,45002421
Denominación específica: NUESTRA SEÑORA DE LOS DOLORES,Dirección de correo electrónico: direccion@colegiodolores.org  ,Teléfono: 925180843,Código postal: 45800,Naturaleza: Centro privado,45002445
Denominación específica: CRISTÓBAL COLÓN,Dirección de correo electrónico: 45002457.cp@edu.jccm.es  ,Teléfono: 925181560,Código postal: 45800,Naturaleza: Centro público,45002457
Denominación específica: CESAR CABAÑAS CABALLERO,Dirección de correo electrónico: 45002536.cp@edu.jccm.es  ,Teléfono: 925522050,Código postal: 45211,Naturaleza: Centro público,45002536
Denominación específica: SANTÍSIMO CRISTO DE LA LUZ,Dirección de correo electrónico: 45002652.cp@edu.jccm.es  ,Teléfono: 925419685,Código postal: 45165,Naturaleza: Centro público,45002652
Denominación específica: NUESTRA SEÑORA DE GRACIA,Dirección de correo electrónico: 45002676.cp@edu.jccm.es  ,Teléfono: 925415301,Código postal: 45120,Naturaleza: Centro público,45002676
Denominación específica: EDUARDO PALOMO RODRÍGUEZ,Dirección de correo electrónico: 45002721.cp@edu.jccm.es  ,Teléfono: 925143377,Código postal: 45370,Naturaleza: Centro público,45002721
Denominación específica: NUESTRA SEÑORA DE LA PIEDAD,Dirección de correo electrónico: 45002779.cp@edu.jccm.es  ,Teléfono: 925797450,Código postal: 45530,Naturaleza: Centro público,45002779
Denominación específica: KAROL WOJTYLA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 45223,Naturaleza: Centro privado,45014216
Denominación específica: GABRIEL URIARTE,Dirección de correo electrónico: 45002809.cp@edu.jccm.es  ,Teléfono: 918957078,Código postal: 45223,Naturaleza: Centro público,45002809
Denominación específica: Noelia Gómez Montessori,Dirección de correo electrónico:   ,Teléfono:,Código postal: 45223,Naturaleza: Centro público,45014265
Denominación específica: FERNANDO DE ROJAS,Dirección de correo electrónico: 45002810.cp@edu.jccm.es  ,Teléfono: 918936418,Código postal: 45224,Naturaleza: Centro público,45002810
Denominación específica: PEÑAMIEL,Dirección de correo electrónico: 45012074.cp@edu.jccm.es  ,Teléfono: 925381035,Código postal: 45100,Naturaleza: Centro público,45012074
Denominación específica: ADALID MENESES,Dirección de correo electrónico: 45003231.con@edu.jccm.es  ,Teléfono: 925803374,Código postal: 45600,Naturaleza: Centro privado,45003231
Denominación específica: CLEMENTE PALENCIA,Dirección de correo electrónico: colegio@clementepalencia.es  ,Teléfono: 925811186,Código postal: 45600,Naturaleza: Centro privado,45005082
Denominación específica: CRISTÓBAL COLÓN,Dirección de correo electrónico: secretaria@colegiocristobalcolon.es  ,Teléfono: 925803808,Código postal: 45600,Naturaleza: Centro privado,45003280
Denominación específica: FERNANDO DE ROJAS,Dirección de correo electrónico: colegio@fernandoderojas.es  ,Teléfono: 925805650,Código postal: 45600,Naturaleza: Centro privado,45003103
Denominación específica: JUAN RAMÓN JIMÉNEZ,Dirección de correo electrónico: secretaria@colegiojrj.es  ,Teléfono: 925802166,Código postal: 45600,Naturaleza: Centro privado,45003221
Denominación específica: LOPE DE VEGA,Dirección de correo electrónico: info@colegio-lopedevega.com  ,Teléfono: 925815645,Código postal: 45600,Naturaleza: Centro privado,45004995
Denominación específica: RAFAEL MORALES,Dirección de correo electrónico: colegiormorales@gmail.com  ,Teléfono: 925810941,Código postal: 45600,Naturaleza: Centro privado,45003206
Denominación específica: SAGRADOS CORAZONES,Dirección de correo electrónico: scorazonestr@planalfa.es  ,Teléfono: 925815854,Código postal: 45600,Naturaleza: Centro privado,45003012
Denominación específica: ANTONIO MACHADO,Dirección de correo electrónico: 45004855.cp@edu.jccm.es  ,Teléfono: 925809473,Código postal: 45600,Naturaleza: Centro público,45004855
Denominación específica: FEDERICO GARCÍA LORCA,Dirección de correo electrónico: 45002950.cp@edu.jccm.es  ,Teléfono: 925807536,Código postal: 45600,Naturaleza: Centro público,45002950
Denominación específica: HERNÁN CORTÉS,Dirección de correo electrónico: 45004624.cp@edu.jccm.es  ,Teléfono: 925803591,Código postal: 45600,Naturaleza: Centro público,45004624
Denominación específica: NUESTRA SEÑORA DEL PRADO,Dirección de correo electrónico: 45003139.cp@edu.jccm.es  ,Teléfono: 925802715,Código postal: 45600,Naturaleza: Centro público,45003139
Denominación específica: SAN ILDEFONSO,Dirección de correo electrónico: 45003152.cp@edu.jccm.es  ,Teléfono: 925806984,Código postal: 45600,Naturaleza: Centro público,45003152
Denominación específica: SANTA MARÍA,Dirección de correo electrónico: 45002986.cp@edu.jccm.es  ,Teléfono: 925821654,Código postal: 45600,Naturaleza: Centro público,45002986
Denominación específica: ANTONIA GONZÁLEZ,Dirección de correo electrónico: 45003361.cp@edu.jccm.es  ,Teléfono: 925145016,Código postal: 45780,Naturaleza: Centro público,45003361
Denominación específica: DIVINA PASTORA,Dirección de correo electrónico: dpastoratoledo@anamogas.org  ,Teléfono: 925222760,Código postal: 45002,Naturaleza: Centro privado,45003528
Denominación específica: MARISTAS SANTA MARÍA,Dirección de correo electrónico: direccion@maristastoledo.com  ,Teléfono: 925226312,Código postal: 45005,Naturaleza: Centro privado,45003450
Denominación específica: NUESTRA SEÑORA DE LOS INFANTES,Dirección de correo electrónico: director@colegioinfantes.com  ,Teléfono: 925224510,Código postal: 45005,Naturaleza: Centro privado,45003632
Denominación específica: SANTIAGO EL MAYOR,Dirección de correo electrónico: colegio@santiagoelmayor.es  ,Teléfono: 925226555,Código postal: 45003,Naturaleza: Centro privado,45003656
Denominación específica: SEMINARIO MENOR SANTO TOMÁS DE VILLANUEVA,Dirección de correo electrónico: secretaria@seminariomenortoledo.es  ,Teléfono: 925224950,Código postal: 45002,Naturaleza: Centro privado,45003735
Denominación específica: ÁNGEL DEL ALCÁZAR,Dirección de correo electrónico: 45003401.cp@edu.jccm.es  ,Teléfono: 925221387,Código postal: 45006,Naturaleza: Centro público,45003401
Denominación específica: CIUDAD DE NARA,Dirección de correo electrónico: 45004843.cp@edu.jccm.es  ,Teléfono: 925257966,Código postal: 45005,Naturaleza: Centro público,45004843
Denominación específica: EUROPA,Dirección de correo electrónico: 45010296.cp@edu.jccm.es  ,Teléfono: 925283653,Código postal: 45005,Naturaleza: Centro público,45010296
Denominación específica: GARCILASO DE LA VEGA,Dirección de correo electrónico: 45004806.cp@edu.jccm.es  ,Teléfono: 925254023,Código postal: 45005,Naturaleza: Centro público,45004806
Denominación específica: GREGORIO MARAÑÓN,Dirección de correo electrónico: 45005239.cp@edu.jccm.es  ,Teléfono: 925230808,Código postal: 45007,Naturaleza: Centro público,45005239
Denominación específica: JUAN DE PADILLA,Dirección de correo electrónico: 45004971.cp@edu.jccm.es  ,Teléfono: 925231415,Código postal: 45007,Naturaleza: Centro público,45004971
Denominación específica: SAN LUCAS Y MARÍA,Dirección de correo electrónico: 45004892.cp@edu.jccm.es  ,Teléfono: 925210409,Código postal: 45001,Naturaleza: Centro público,45004892
Denominación específica: VALPARAÍSO,Dirección de correo electrónico: 45010302.cp@edu.jccm.es  ,Teléfono: 925257421,Código postal: 45005,Naturaleza: Centro público,45010302
Denominación específica: LAZARILLO DE TORMES,Dirección de correo electrónico: 45011835.cp@edu.jccm.es  ,Teléfono: 925772174,Código postal: 45500,Naturaleza: Centro público,45011835
Denominación específica: INMACULADA CONCEPCIÓN,Dirección de correo electrónico: 45004107.cp@edu.jccm.es  ,Teléfono: 925400298,Código postal: 45163,Naturaleza: Centro público,45004107
Denominación específica: MIGUEL DE CERVANTES,Dirección de correo electrónico: 45004120.cp@edu.jccm.es  ,Teléfono: 925533429,Código postal: 45217,Naturaleza: Centro público,45004120
Denominación específica: SANTO CRISTO,Dirección de correo electrónico: 45004132.cp@edu.jccm.es  ,Teléfono: 925474321,Código postal: 45480,Naturaleza: Centro público,45004132
Denominación específica: ANDRÉS ARANGO,Dirección de correo electrónico: 45004171.cp@edu.jccm.es  ,Teléfono: 925892288,Código postal: 45612,Naturaleza: Centro público,45004171
Denominación específica: SANTA BÁRBARA,Dirección de correo electrónico: 45004259.cp@edu.jccm.es  ,Teléfono: 925160541,Código postal: 45860,Naturaleza: Centro público,45004259
Denominación específica: JUAN PALAREA,Dirección de correo electrónico: 45004302.cp@edu.jccm.es  ,Teléfono: 925530077,Código postal: 45520,Naturaleza: Centro público,45004302
Denominación específica: SANTO DOMINGO DE SILOS,Dirección de correo electrónico: 45004338.cp@edu.jccm.es  ,Teléfono: 925345138,Código postal: 45440,Naturaleza: Centro público,45004338
Denominación específica: NUESTRA SEÑORA DE LA PIEDAD,Dirección de correo electrónico: 45004363.cp@edu.jccm.es  ,Teléfono: 925166362,Código postal: 45810,Naturaleza: Centro público,45004363
Denominación específica: NUESTRA SEÑORA DEL CASTELLAR,Dirección de correo electrónico: 45004399.cp@edu.jccm.es  ,Teléfono: 925150275,Código postal: 45360,Naturaleza: Centro público,45004399
Denominación específica: SAN ISIDRO LABRADOR,Dirección de correo electrónico: 45004442.cp@edu.jccm.es  ,Teléfono: 925310152,Código postal: 45740,Naturaleza: Centro público,45004442
Denominación específica: SAN ANTONIO,Dirección de correo electrónico: 45004533.cp@edu.jccm.es  ,Teléfono: 925545124,Código postal: 45220,Naturaleza: Centro público,45004533
Denominación específica: REMIGIO LAÍN,Dirección de correo electrónico: 45004582.cp@edu.jccm.es  ,Teléfono: 925531146,Código postal: 45529,Naturaleza: Centro público,45004582
Denominación específica: GUILLERMO PLAZA,Dirección de correo electrónico: 45010511.cp@edu.jccm.es  ,Teléfono: 925536253,Código postal: 45210,Naturaleza: Centro público,45010511
Denominación específica: VILLA DE YUNCOS,Dirección de correo electrónico: 45012104.cp@edu.jccm.es  ,Teléfono: 925525941,Código postal: 45210,Naturaleza: Centro público,45012104
Denominación específica: Fabra,Dirección de correo electrónico: a8000049@xtec.cat  ,Teléfono: 935557803,Código postal: 08328,Naturaleza: Centro público,08000049
Denominación específica: Santa María del Pino,Dirección de correo electrónico: a8041052@xtec.cat  ,Teléfono: 935554411,Código postal: 08328,Naturaleza: Centro privado,08041052
Denominación específica: La Forja - ZER Alt Lluçanès,Dirección de correo electrónico: a8000086@xtec.cat  ,Teléfono: 938527007,Código postal: 08589,Naturaleza: Centro público,08000086
Denominación específica: La Presentació,Dirección de correo electrónico: a8000131@xtec.cat  ,Teléfono: 937920241,Código postal: 08350,Naturaleza: Centro privado,08000131
Denominación específica: Sant Martí,Dirección de correo electrónico: a8000165@xtec.cat  ,Teléfono: 937938070,Código postal: 08358,Naturaleza: Centro público,08000165
Denominación específica: Bernat de Riudemeia,Dirección de correo electrónico: a8000189@xtec.cat  ,Teléfono: 937970956,Código postal: 08310,Naturaleza: Centro público,08000189
Denominación específica: Nova Argentona,Dirección de correo electrónico: a8073958@xtec.cat  ,Teléfono: 937970057,Código postal: 08310,Naturaleza: Centro público,08073958
Denominación específica: Doctor Ferrer,Dirección de correo electrónico: a8000244@xtec.cat  ,Teléfono: 938305377,Código postal: 08271,Naturaleza: Centro público,08000244
Denominación específica: Santa Maria d'Avià,Dirección de correo electrónico: a8000271@xtec.cat  ,Teléfono: 938230376,Código postal: 08610,Naturaleza: Centro público,08000271
Denominación específica: Barnola,Dirección de correo electrónico: a8076613@xtec.cat  ,Teléfono: 938387279,Código postal: 08279,Naturaleza: Centro público,08076613
Denominación específica: Alexandre Galí,Dirección de correo electrónico: a8000414@xtec.cat  ,Teléfono: 933880692,Código postal: 08914,Naturaleza: Centro público,08000414
Denominación específica: Arrels-Blanquerna,Dirección de correo electrónico: a8001133@xtec.cat  ,Teléfono: 933951657,Código postal: 08915,Naturaleza: Centro privado,08001133
Denominación específica: Artur Martorell,Dirección de correo electrónico: a8041571@xtec.cat  ,Teléfono: 935671660,Código postal: 08911,Naturaleza: Centro público,08041571
Denominación específica: Badalonès,Dirección de correo electrónico: a8000761@xtec.cat  ,Teléfono: 933895716,Código postal: 08912,Naturaleza: Centro privado,08000761
Denominación específica: Baldomer Solà,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08918,Naturaleza: Centro público,08033857
Denominación específica: Betúlia,Dirección de correo electrónico: a8000967@xtec.cat  ,Teléfono: 933996807,Código postal: 08912,Naturaleza: Centro privado,08000967
Denominación específica: Bufalà,Dirección de correo electrónico: a8061348@xtec.cat  ,Teléfono: 934651725,Código postal: 08915,Naturaleza: Centro público,08061348
Denominación específica: Cultural,Dirección de correo electrónico: a8000918@xtec.cat  ,Teléfono: 933840451,Código postal: 08911,Naturaleza: Centro privado,08000918
Denominación específica: Feliu i Vegués,Dirección de correo electrónico: a8000402@xtec.cat  ,Teléfono: 933871241,Código postal: 08914,Naturaleza: Centro público,08000402
Denominación específica: Garbí Pere Vergés,Dirección de correo electrónico: a8000943@xtec.cat  ,Teléfono: 933954311,Código postal: 08916,Naturaleza: Centro privado,08000943
Denominación específica: Ítaca,Dirección de correo electrónico: a8044508@xtec.cat  ,Teléfono: 933838552,Código postal: 08913,Naturaleza: Centro público,08044508
Denominación específica: Joan Coret,Dirección de correo electrónico: a8036135@xtec.cat  ,Teléfono: 933976361,Código postal: 08917,Naturaleza: Centro público,08036135
Denominación específica: Joan Miró,Dirección de correo electrónico: a8035404@xtec.cat  ,Teléfono: 933877399,Código postal: 08917,Naturaleza: Centro público,08035404
Denominación específica: Josep Carner,Dirección de correo electrónico: a8041167@xtec.cat  ,Teléfono: 933835803,Código postal: 08914,Naturaleza: Centro público,08041167
Denominación específica: Laietània,Dirección de correo electrónico: a8001297@xtec.cat  ,Teléfono: 933881447,Código postal: 08912,Naturaleza: Centro privado,08001297
Denominación específica: Lestonnac,Dirección de correo electrónico: a8001145@xtec.cat  ,Teléfono: 933871295,Código postal: 08918,Naturaleza: Centro privado,08001145
Denominación específica: Llibertat,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08917,Naturaleza: Centro público,08076923
Denominación específica: Lola Anglada,Dirección de correo electrónico: a8000384@xtec.cat  ,Teléfono: 934642540,Código postal: 08911,Naturaleza: Centro público,08000384
Denominación específica: Mare de Déu de la Salut,Dirección de correo electrónico: a8000670@xtec.cat  ,Teléfono: 933876243,Código postal: 08914,Naturaleza: Centro privado,08000670
Denominación específica: Margarida Xirgu,Dirección de correo electrónico: a8034965@xtec.cat  ,Teléfono: 933977750,Código postal: 08914,Naturaleza: Centro público,08034965
Denominación específica: Maristes Champagnat,Dirección de correo electrónico: a8000700@xtec.cat  ,Teléfono: 933895650,Código postal: 08912,Naturaleza: Centro privado,08000700
Denominación específica: Miguel Hernández,Dirección de correo electrónico: a8035398@xtec.cat  ,Teléfono: 933980450,Código postal: 08917,Naturaleza: Centro público,08035398
Denominación específica: Montigalà,Dirección de correo electrónico: a8069748@xtec.cat  ,Teléfono: 934655149,Código postal: 08915,Naturaleza: Centro público,08069748
Denominación específica: Nen Jesús de Praga,Dirección de correo electrónico: a8000578@xtec.cat  ,Teléfono: 933842413,Código postal: 08911,Naturaleza: Centro privado,08000578
Denominación específica: Pere de Tera,Dirección de correo electrónico: a8035878@xtec.cat  ,Teléfono: 933870103,Código postal: 08913,Naturaleza: Centro público,08035878
Denominación específica: Progrés,Dirección de correo electrónico: a8059639@xtec.cat  ,Teléfono: 934605860,Código postal: 08911,Naturaleza: Centro público,08059639
Denominación específica: Rafael Alberti,Dirección de correo electrónico: a8076443@xtec.cat  ,Teléfono:,Código postal: 08911,Naturaleza: Centro público,08076443
Denominación específica: Ramiro de Maeztu,Dirección de correo electrónico: a8000980@xtec.cat  ,Teléfono: 933880238,Código postal: 08913,Naturaleza: Centro privado,08000980
Denominación específica: Sant Andreu,Dirección de correo electrónico: a8000517@xtec.cat  ,Teléfono: 933847710,Código postal: 08911,Naturaleza: Centro privado,08000517
Denominación específica: Sant Jordi,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08915,Naturaleza: Centro público,08000372
Denominación específica: Santíssima Trinitat,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08918,Naturaleza: Centro privado,08001170
Denominación específica: Ventós i Mir,Dirección de correo electrónico: a8000396@xtec.cat  ,Teléfono: 933895523,Código postal: 08912,Naturaleza: Centro público,08000396
Denominación específica: La Muñeira,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08214,Naturaleza: Centro público,08028931
Denominación específica: Las Seguidillas,Dirección de correo electrónico: a8028916@xtec.cat  ,Teléfono: 937290188,Código postal: 08214,Naturaleza: Centro público,08028916
Denominación específica: Guillem de Balsareny,Dirección de correo electrónico: a8001583@xtec.cat  ,Teléfono: 938396188,Código postal: 08660,Naturaleza: Centro público,08001583
Denominación específica: Can Llobet,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08210,Naturaleza: Centro público,08028254
